ACI,ADI,AEI,BIO,RUGOSITY,MEAN_PSD,STD_PSD,MSP,SPL,SNR,H,Hf,Ht,M,RMS,ROUGHNESS,NPEAKS,BGN,ZCR,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,AR
10248.9724788054,1.01363,0.202766,3.95857206072674,0.0096857001576577,63.2081404429678,306.869233453468,2.52832561771871e-08,18.0077301375385,0.205977444306264,0.709701463850893,0.743663423936881,0.954331544361564,0.0267580546008856,2356.43967307948,0.435080758814371,106.0,53.1054571962434,0.0602456515779886,66.1349927863619,15.3190511216279,-13.7574393531396,11.9236642621788,-9.05630296187471,8.60865560376208,-9.9612708592745,-3.41604272919501,8.86988630931334,-15.0939918972606,4.80960176239326,-8.11548920057639,0.191448544979551
7201.04660099868,0.963954,0.233804,4.21010131533592,0.0060749469658603,108.001832032059,562.462227521151,4.32007328128236e-08,20.3343112247459,0.192016151036556,0.616307298941877,0.675528984217401,0.912332872964537,0.0078206835500499,3074.41374291979,1.02371562958965,112.0,49.3633096231016,0.057038970033516,56.6720308898377,14.4136658366298,-13.1391167819136,9.33865906636821,-6.86000785114794,1.09609867854394,-4.25902194038759,-2.91036407371945,7.05601700739448,-13.0469441420329,2.57070074656998,-4.96654241365521,0.0047719921290333
0.0,1.077234,0.150044,2.40773974627068,0.0143380610164105,998.204980837569,11232.0597390092,3.99281992335028e-07,29.9921973257566,0.0888710533982276,0.721631641836356,0.748161004239841,0.964540570474613,0.113860305462588,9816.64987127356,0.564997983697854,93.0,69.3920337646619,0.0584245248521443,82.7524301973444,10.5881904860971,-16.6811201898443,18.6625199887248,-12.4851532926883,14.9675573181379,-4.38125588419655,4.86154465720194,5.08204404009764,-5.82429647620261,8.34287905851947,-9.79577066493831,0.0036327309054581
9151.75329057875,1.139188,0.0600125,1.6628330533803,0.0322833809443779,19.5431127131517,124.275022512902,7.81724508526068e-09,12.9099373678724,0.15725696377261,0.843605531149044,0.857327202750357,0.983994825362718,0.029616798491711,1309.8660514007,0.369008966987934,126.0,53.6856095277207,0.125551903453689,81.3856224282666,0.851442021745991,-1.83128114728386,-0.859801696316876,-5.30115613355987,12.1155408095847,-6.54807745029018,15.1123967442549,-7.89787098654929,14.693588876612,-8.95592233718041,12.2213488731735,0.178181818181818
32511.8045530817,0.7435925,0.3296995,4.4500973553017,0.0049825327578442,276.055491981814,1651.64018700063,1.10422196792726e-07,24.4099639162711,0.167140212592629,0.602220095829635,0.61566897785441,0.97815566073892,0.0869949028240943,4987.30810427529,0.760796613888453,125.0,67.699722300036,0.0129831122096283,68.7950867074087,19.6968361121913,1.68110414646893,0.528199083722995,2.326652570481,0.0918199596269281,1.73987070837137,3.9457480478368,-2.17348015502388,0.997865359567188,0.0020315209128231,-0.148348039702486,0.3072
2561.55023475957,0.944882,0.2360155,8.04040962542338,0.0132165020180165,385.813941835314,1593.74765209906,1.54325576734125e-07,25.8637791732742,0.242079692683578,0.694123862977132,0.733350425294696,0.946510479895336,0.067681664508165,5713.38606637952,2.68078525082387,96.0,60.710630088323,0.0369845649094027,74.2645251567355,14.9605613469255,-16.7113098597112,13.5358316179337,-6.22247360324439,6.52222201783062,-5.40287608414117,1.19249429378719,2.86339794904878,-12.5757707296216,9.1414996550131,-13.1259185895162,0.284462624894626
0.0,1.137007,0.066126,2.20484763804444,0.0310387214152049,1100.0155401133,8922.06937805311,4.4000621604532e-07,30.4139882055621,0.123291525037809,0.801570056049572,0.81101726281869,0.988351410996747,0.251486544298614,10256.5241307036,0.592518031682462,73.0,74.7519576417496,0.0743240178528231,100.631809125992,9.35907802534262,-19.7545147100588,18.1868899606515,-17.5894097419064,13.490713448931,-10.3728889256816,7.42548837709913,3.22613543399857,-6.86852268335304,11.4645156770075,-6.55259000141294,0.749416417748086
9702.75085394367,1.083141,0.143058,2.16244910456681,0.0102044393500549,39.8064651970577,139.698337812733,1.59225860788231e-08,15.9995361406813,0.284945875665454,0.772411645537312,0.811922510667051,0.951336655147943,0.0183719320574082,1878.51986565298,0.860852056130972,100.0,54.0499447725698,0.0762153340795682,65.6419390435315,11.4915005442409,-18.5541455894334,16.6874230738457,-6.98133627657933,4.93985130899108,-4.74330320705938,-4.91104963667931,4.46750875823474,-8.97756442215382,6.35110107037439,-8.26924428894457,0.124534328870919
0.0,1.133747,0.072451,2.47110929235703,0.0268027412324013,1840.53457781073,19202.9921461966,7.36213831124292e-07,32.6494398087605,0.0958462391588945,0.769322131696573,0.778935477076004,0.987658354687454,0.301487969946687,12874.7884758888,0.629208061139911,79.0,77.1516603711157,0.0593938597206986,97.1345209792445,5.90127729523218,-17.5939677616161,27.8667482249682,-11.0939722466067,16.2014055989781,-6.65931921639721,6.77285543096097,3.7543430368863,-1.64055591254351,10.8880662403352,-8.5313503258561,0.718469342844967
0.0,1.0693125,0.1450695,2.51110036611212,0.0111164361147332,205.793293033148,1402.71380059319,8.2317317213259e-08,23.1343121665499,0.146710820800451,0.742101353672174,0.764799429281914,0.970321531710541,0.0663847589372484,4275.80197986923,0.331347162541299,75.0,60.604736875222,0.0613609290344427,78.0109803726477,15.0205191249594,-23.1742234428192,17.5664460486997,-8.06045065168376,4.45889928395079,3.67038637310624,-8.42311133264022,13.5108310893608,-10.9525529510158,4.12755816594417,-2.08618240933218,0.0031576814793598
27211.5053787709,1.0938965,0.1115985,6.51380170346275,0.0443357259976515,32.5785170797542,100.372631031727,1.30314068319017e-08,15.1293131205545,0.324575701014117,0.778905679751209,0.79286270659012,0.98239666625394,0.0347734330874132,1700.63642414131,0.189454961524473,81.0,58.4377772316751,0.177351198351415,72.894937307682,-13.2296148200768,-29.9142997805315,9.25073985572894,10.0133108489742,2.66326998466375,1.4494927144993,-1.79055960581353,-15.2013708350143,8.25829196384002,6.53830151094629,1.70163549479307,0.174897119341564
8489.59542665947,1.1396795,0.0605775,3.59064087482352,0.0248496305029913,2.39415669766793,9.46043410994474,9.57662679067173e-10,3.79152571594798,0.25307049019571,0.777538586727946,0.796221250208747,0.976535839157894,0.00805264446797,463.3077996592,0.358265996755468,120.0,48.0171449462799,0.0950022675736961,61.7449105987772,6.38597687671965,-15.2816317254346,14.4902910318072,-6.09124169010094,7.83175215765625,-13.9930358407972,-0.309778700754339,8.8840782072398,0.279495617712763,-2.46645585693595,-2.26484246250803,0.17559336273892
0.0,1.1490485,0.0229135,0.943316973070678,0.0466917915829942,273.656565345884,272.950979828728,1.09462626138353e-07,24.3720587184372,1.00258502650402,0.871620810130531,0.934649976851137,0.932563881365564,0.0202431259261391,4911.81169677422,1.57642242184223,115.0,42.663291112631,0.24554858815547,76.1128651720657,-10.3061795382882,-15.5016260754958,8.92146151730377,-14.5910246152056,8.57305786556803,-12.654243239422,10.2909448256756,-12.1952983459957,9.65839272403806,-10.2670845529249,7.55004525232792,0.0370339197037286
14043.216627518,1.0617495,0.1674355,2.03580302504058,0.0106735246457103,286.013717548285,1552.8378423378,1.14405487019314e-07,24.5638686289359,0.184187755958917,0.766934528853983,0.793761594422413,0.966202615801851,0.0650812049478049,5061.75328102959,0.490017227331804,125.0,66.1012347978627,0.05002801659488,89.8638303460617,9.18996925590309,-10.8606725532719,10.3037161666888,-12.8431474930279,11.7687910582533,-10.6607316516862,8.83755361101261,-8.85001463946715,11.760216606706,-5.75230094576891,12.0192259130484,0.123636363636364
0.0,1.150169,0.0120265,1.26475244927415,0.0324354693045156,14.6215162502956,14.6914581523787,5.848606500118231e-09,11.64992411267,0.995239281128011,0.917482643274859,0.938621002507829,0.977479345575593,0.0192844425408025,1138.39574145417,0.536966561331988,95.0,54.1666483385156,0.323664623467601,83.3486200468271,-8.75211065519066,-13.466023030025,6.64482458215029,-12.3193059794831,10.4167952727461,-13.3781047875236,14.0561606686467,-11.8405736845903,18.7483620626451,-13.6102366891929,16.0245294682274,0.015
12273.4252572609,0.952578,0.24185,3.63517695323032,0.0055419936636354,104.30775536951,451.690945509374,4.17231021478041e-08,20.1831659978769,0.230927266544788,0.661318710820749,0.737021184883224,0.897285891348606,0.0065081616927668,3038.99834874941,0.945624466652433,105.0,51.6212693508014,0.044699150459875,54.8763039845698,14.0677323535312,-12.019567039319,8.14639840993539,-9.39478656031421,0.359372277646368,-6.94416027911578,-3.28370195684124,2.34741733192464,-12.9306531194994,7.43578252815766,-5.83418222067078,0.0013402190660263
13922.826352072,0.38004,0.4099215,3.165488618753,0.0036531751704634,207.262766952138,2036.75506498331,8.29051067808554e-08,23.1652129167632,0.101761262566855,0.519473199959543,0.527149242895141,0.9854385773307,0.098953534886156,4267.47801936675,1.70506459290963,107.0,67.5121310267598,0.0110323046864545,68.4628261848717,19.5774625828285,1.11795074975508,1.68805388273697,0.0468791513043183,8.40047130552344,-1.97825186390454,-0.092615644214194,1.72055860485612,0.222769060952277,0.927917722536548,0.0226978800771879,0.7332
0.0,1.136583,0.0605615,1.40934902040664,0.0238399061918998,970.299144491726,9705.57516318224,3.88119657796691e-07,29.8690564846545,0.0999733790298716,0.770871925767112,0.786378326813566,0.980281245657816,0.186217786715812,9589.51114142172,0.386667048682553,77.0,72.8997100091139,0.0750932723006966,92.4128800995298,7.62653288373189,-14.2074127240749,22.5322620463668,-17.2480900334207,17.8447148678338,-9.89180323619969,5.74740418618662,4.10508112739225,-3.49763210810167,7.17506805437634,-10.8226356614541,0.171407014563858
12018.9146776622,1.042605,0.181966,3.27266253026469,0.0108817576338143,91.5113836250819,478.389110611552,3.66045534500328e-08,19.6147512180468,0.191290691186715,0.68198351553094,0.740147053049024,0.921416241166563,0.0090677069628112,2872.03483639138,0.814937557037815,91.0,51.7773759345859,0.0546488953500563,59.3761344620048,9.8469524727601,-13.8300061051137,15.2188844893129,-8.79070781309325,10.9110022954155,-4.44994030059801,-1.84681011289577,4.15582493923537,-10.5332551745337,8.55057137636839,-5.84434503832776,0.0097495860466047
